date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2016-10-13,Shoekonnect,E-Commerce,B2B Marketplace for Shoes,India,Agra,Indian Angel Network,Seed Funding,,2016,October
2016-10-12,ZipLoan,Consumer Internet,online lending platform,India,New Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed Funding,,2016,October
2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,India,Gurugram,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000,2016,October
2016-10-11,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,India,Bengaluru,Emerald Media,Private Equity,50000000,2016,October
2016-10-10,Vithi.com,E-Commerce,Online Hair Extension etailer,India,New Delhi,Undisclosed,Seed Funding,375000,2016,October
2016-10-07,Flexiloans,Consumer Internet,Online Funds Raising Platform,India,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000,2016,October
2016-10-07,KOOH Sports,SaaS & Enterprise Tech,Sports Training & Technology,India,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000,2016,October
2016-10-07,RayIOT,SaaS & Enterprise Tech,Baby Monitoring Devices manufacturer,India,Bengaluru,HAX Accelerator,Seed Funding,100000,2016,October
2016-10-07,Sibia Analytics,SaaS & Enterprise Tech,Marketing & Customer Analytics Solutions,India,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,,2016,October
2016-10-06,FindmeaShoe,Consumer Internet,Footwear Recommendation App,India,Bengaluru,Ventureast Fund Advisors,Seed Funding,,2016,October
2016-10-06,GoZefo,E-Commerce,Used Furniture & Appliances Marketplace,India,Bengaluru,"Helion Venture Partners, BeeNext",Private Equity,1050000,2016,October
2016-10-06,RealBox,SaaS & Enterprise Tech,Data Sciences Platform,India,Noida,Hyderabad Angels,Seed Funding,300000,2016,October
2016-10-06,Sportido,Consumer Internet,Sports Discovery platform,India,Noida,Sumpoorna Group,Seed Funding,,2016,October
2016-10-05,Azuro,Consumer Internet,Rental Property Finder platform,India,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,,2016,October
2016-10-05,MuhurtMaza,Consumer Internet,Online Puja Booking Service,India,Pune,Undisclosed,Seed Funding,,2016,October
2016-10-05,NeuroSynaptic,SaaS & Enterprise Tech,Remote Healthcare Delivery Solutions,India,Bengaluru,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,,2016,October
2016-10-05,UE LifeSciences,SaaS & Enterprise Tech,Mobile Health Technology Solutions,India,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000,2016,October
2016-10-04,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",India,Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000,2016,October
2016-10-04,Bharat Bazaar,E-Commerce,Online B2B Marketplace,India,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,,2016,October
2016-10-04,Giftxoxo,E-Commerce,Online Gifting platform,India,Bengaluru,Mahindra Holidays & Resorts India Ltd,Private Equity,450000,2016,October
2016-10-04,GOQii,Consumer Internet,Health & Fitness Wearable Device,India,Mumbai,Ratan Tata,Private Equity,,2016,October
2016-10-04,India Gifts Portal,E-Commerce,Online Gifting platform,India,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000,2016,October
2016-10-04,InnerChef,Consumer Internet,Online food ordering platform,India,Gurugram,"Mistletoe, M&S Partners",Private Equity,2500000,2016,October
2016-10-04,Moglix,E-Commerce,Industrial & Home products marketplace,India,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000,2016,October
2016-10-04,NetLinx,Consumer Internet,Internet Service Provider,India,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000,2016,October
2016-10-04,Remitr,Consumer Internet,Foreign Currency Payments Platform,India,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000,2016,October
2016-10-04,Scandid,Consumer Internet,Product Shopping Comparison App,India,Pune,3One4 Capital,Private Equity,,2016,October
2016-10-03,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,India,Bengaluru,"American Express Ventures, Sequoia Capital",Private Equity,,2016,October
2016-10-03,MeraKisan,E-Commerce,Fruit & vegetable eTailer,India,Bengaluru,Mahindra Univeg,Seed Funding,,2016,October
2016-10-03,Mystifly,Consumer Internet,Airline Ticket Aggregator,India,Bengaluru,Recruit Holdings,Private Equity,5000000,2016,October
2016-10-03,Uniphore,SaaS & Enterprise Tech,Speech Recognition Solutions,India,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000,2016,October
2016-10-03,World Art Community,E-Commerce,Art & Craft Marketplace,India,Gurugram,Viraj Tyagi & Others,Seed Funding,200000,2016,October
2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,India,Pune,Deepak Nathani,Seed Funding,,2016,September
2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,India,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,,2016,September
2016-09-30,Zeta,SaaS & Enterprise Tech,Enterprise Cloud Solutions,India,Mumbai,Bhavin Turakhia,Private Equity,19000000,2016,September
2016-09-29,Fastudent,E-Commerce,Education eCommerce platform,India,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,,2016,September
2016-09-29,Promon,E-Commerce,Local Commerce Platform,India,New Delhi,Now Capital,Seed Funding,180000,2016,September
2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,India,Bengaluru,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000,2016,September
2016-09-28,Beardo,E-Commerce,Mens Grooming products etailer,India,Ahmedabad,Venture Catalysts,Seed Funding,500000,2016,September
2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,India,Hyderabad,Endiya Partners,Seed Funding,1000000,2016,September
2016-09-28,Druva,SaaS & Enterprise Tech,Cloud Based Data Protection Solution,India,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000,2016,September
2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,India,Indore,Swastika Co Ltd.,Seed Funding,1000000,2016,September
2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,India,Mumbai,Pratik Seal,Seed Funding,,2016,September
2016-09-27,TinyStep,Consumer Internet,Parenting Network Platform,India,Bengaluru,Flipkart Logistics Pvt. Ltd,Private Equity,1580000,2016,September
2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,India,Chennai,Procam International Pvt. Ltd,Private Equity,,2016,September
2016-09-26,Lets Barter,Consumer Internet,Goods & Services Barter Platform,India,New Delhi,Scale Ventures Funds,Seed Funding,,2016,September
2016-09-23,CloudCherry,SaaS & Enterprise Tech,CRM SAAS Platform,India,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000,2016,September
2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,India,Mumbai,Idea Wave Labs,Seed Funding,,2016,September
2016-09-23,inMotion,SaaS & Enterprise Tech,Financial platform for daily wage earning communities,India,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,,2016,September
2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,India,Bengaluru,Rohit MA,Seed Funding,,2016,September
2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,India,Bengaluru,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,,2016,September
2016-09-22,Flixy Games,SaaS & Enterprise Tech,Mobile Game Publisher for Indian audience,India,Bengaluru,Rebright Partners,Seed Funding,425000,2016,September
2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,India,New Delhi,Carpediem Capital,Private Equity,6000000,2016,September
2016-09-22,HashTaag,SaaS & Enterprise Tech,Mobile App Development company,India,Bengaluru,Undisclosed,Seed Funding,1000000,2016,September
2016-09-22,PharmaRack,SaaS & Enterprise Tech,SAAS application for Pharma Industry,India,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000,2016,September
2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,India,Bengaluru,Undisclosed,Seed Funding,1000000,2016,September
2016-09-21,eQuickies,E-Commerce,Online Book etailer,India,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000,2016,September
2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,India,New Delhi,Anglian Omega Network,Seed Funding,350000,2016,September
2016-09-21,Pepperfry,E-Commerce,Furniture eTailer,India,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000,2016,September
2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,India,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,,2016,September
2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,India,Bengaluru,CIO Angel Network,Seed Funding,,2016,September
2016-09-20,JoeHukum,SaaS & Enterprise Tech,Enterprise customer engagement solutions,India,New Delhi,Sumit Jain,Seed Funding,,2016,September
2016-09-20,JustLikeNew,E-Commerce,Online gadget Repair Services Marketplace,India,Hyderabad,LetsVenture,Seed Funding,500000,2016,September
2016-09-19,Liqvid,SaaS & Enterprise Tech,Integrated eLearning content solutions,India,New Delhi,Gray Matters Capital,Private Equity,,2016,September
2016-09-19,Milofy,Consumer Internet,Couple Socialization App,India,Bengaluru,Accel Partners,Seed Funding,750000,2016,September
2016-09-19,Swiggy,Consumer Internet,Online Food Ordering & Delivery,India,Bengaluru,Bessemer Venture Partners,Private Equity,15000000,2016,September
2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,India,Gurugram,RoundGlass Partners,Private Equity,1000000,2016,September
2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,India,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000,2016,September
2016-09-15,Furlenco,E-Commerce,Online furniture rental startup,India,Bengaluru,Lightbox Ventures and others,Private Equity,5000000,2016,September
2016-09-15,GoPigeon,Consumer Internet,on-demand logistics service provider,India,Bengaluru,Nexus Venture Partners,Private Equity,1500000,2016,September
2016-09-15,infeedo,Consumer Internet,Employee engagement platform,India,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000,2016,September
2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,India,Bengaluru,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000,2016,September
2016-09-14,LensPick,E-Commerce,eyewear eTailer,India,Bengaluru,Scadea Solutions Inc,Private Equity,,2016,September
2016-09-14,ZeroInfy,Consumer Internet,Online Video Lectures platform,India,Kolkata,Calcutta Angels Network,Seed Funding,,2016,September
2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,India,Bengaluru,Raj Singh Bhandal,Seed Funding,,2016,September
2016-09-13,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,India,New Delhi,Ratan Tata,Seed Funding,,2016,September
2016-09-13,NearBuy,Consumer Internet,Online Deals & Discount platform,India,Gurugram,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,2016,September
2016-09-13,Shoekonnect,E-Commerce,Footwear & Leather B2B App,India,Agra,Indian Angels Network,Seed Funding,,2016,September
2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,India,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000,2016,September
2016-09-12,Inuxu,SaaS & Enterprise Tech,Online Advertising Solutions,India,Pune,Fork Media,Private Equity,3000000,2016,September
2016-09-12,Nykaa,E-Commerce,Online Beauty products eTailer,India,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000,2016,September
2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,India,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000,2016,September
2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,India,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000,2016,September
2016-09-10,FreshBoxx,E-Commerce,Fruits & vegetable eTailer,India,Hubli,Ravi Linganuri,Seed Funding,,2016,September
2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,India,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,,2016,September
2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,India,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000,2016,September
2016-09-09,Byjus,EdTech,Online Learning App,India,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000,2016,September
2016-09-09,NoBroker,Consumer Internet,Online Home Rental platform,India,Bengaluru,Anand Chandrasekaran,Seed Funding,,2016,September
2016-09-08,BuildTraders,E-Commerce,Online Construction Materials Marketplace,India,Bengaluru,Idein Ventures,Seed Funding,200000,2016,September
2016-09-08,TopRankers,EdTech,Online Test Preparation platform,India,Bengaluru,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000,2016,September
2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,India,New Delhi,Eros Labs,Seed Funding,500000,2016,September
2016-09-07,Prozo,E-Commerce,Study Material Marketplace,India,Gurugram,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000,2016,September
2016-09-07,Simplilearn,EdTech,Online Certification programs,India,Bengaluru,InnoVen Capital India,Private Equity,6000000,2016,September
2016-09-07,Zilingo,E-Commerce,Online Fashion Retailer,India,Bengaluru,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000,2016,September
2016-09-06,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,India,Mumbai,Info Edge (India) Ltd,Private Equity,900000,2016,September
2016-09-06,CheersOye!,Consumer Internet,Online Gift Vouchers platform,India,Mumbai,Undisclosed,Seed Funding,500000,2016,September
2016-09-06,eShakti,E-Commerce,Women Fashion Apparel eTailer,India,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000,2016,September
2016-09-06,Lenskart,E-Commerce,Online Eyewear eTailer,India,New Delhi,PremjiInvest,Private Equity,,2016,September
2016-09-05,Social Quotient,SaaS & Enterprise Tech,Platform for Social Causes,India,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,,2016,September
2016-09-05,Stalk Buy Love,E-Commerce,Fashion Apparel eTailer,India,New Delhi,William Bissel,Seed Funding,,2016,September
2016-09-04,Trackbizz,SaaS & Enterprise Tech,Field Force Automation System,India,Kochi,Grasshoppers,Private Equity,,2016,September
2016-09-01,Lucideus,SaaS & Enterprise Tech,IT Risk Assessment and Digital Security Services provider.,India,New Delhi,Amit Choudhary,Seed Funding,,2016,September
2016-09-01,Mad Street Den,SaaS & Enterprise Tech,Artificial Intelligence platform,India,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,,2016,September
2016-09-01,Mihup,SaaS & Enterprise Tech,Personal Digital Assistant,India,Kolkata,Accel Partners,Private Equity,6700000,2016,September
2016-09-01,Renowala,E-Commerce,Home Improvement Marketplace,India,Hyderabad,Pradeep Dhobale,Seed Funding,,2016,September
2016-08-31,Flyrobe,E-Commerce,Online fashion rental platform,India,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000,2016,August
2016-08-31,Inclov,Consumer Internet,Matchmaking App for Disabled,India,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,,2016,August
2016-08-30,Canvera,Consumer Internet,Photographer Discovery & Information platform,India,Bengaluru,Info Edge (India) Ltd,Private Equity,3000000,2016,August
2016-08-30,Cropin,SaaS & Enterprise Tech,Agriculture Technology Solutions,India,Bengaluru,Sophia Investment ApS,Private Equity,2000000,2016,August
2016-08-30,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,India,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000,2016,August
2016-08-30,iAugmentor Labs,SaaS & Enterprise Tech,Assessment & Learning Platform,India,Gurugram,Rajasthan Angel Investor Network & Others,Seed Funding,149000,2016,August
2016-08-30,Paytm,E-Commerce,Mobile Wallet & ECommerce platform,India,Bengaluru,MediaTek Inc.,Private Equity,60000000,2016,August
2016-08-30,Prime Focus Technologies,SaaS & Enterprise Tech,Hybrid Cloud technology enabled Media ERP platform,India,Mumbai,Ambit Pragma,Private Equity,,2016,August
2016-08-29,LivSpace,Consumer Internet,Online portal for Home Design,India,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000,2016,August
2016-08-29,Loantap,Consumer Internet,Lending platform for Salaried professionals,India,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000,2016,August
2016-08-29,Notion Press,Consumer Internet,Self-Publishing books platform,India,Chennai,Undisclosed,Private Equity,1000000,2016,August
2016-08-29,Runnr,Consumer Internet,hyperlocal Logistics services provider,India,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000,2016,August
2016-08-29,Zolo,Consumer Internet,on-demand online talent marketplace,India,Noida,Hitouch AG,Private Equity,,2016,August
2016-08-26,CrownIt,Consumer Internet,Cashback Mobile app,India,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,,2016,August
2016-08-26,Mobikwik,Consumer Internet,Digital Wallet platform,India,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000,2016,August
2016-08-26,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",India,Mumbai,Undisclosed,Seed Funding,550000,2016,August
2016-08-26,Plix,Consumer Internet,Photo and Video Sharing App,India,Gurugram,Instalabs,Seed Funding,500000,2016,August
2016-08-25,Cult,HealthTech,Health and Fitness Centres,India,Bengaluru,CureFit,Private Equity,3000000,2016,August
2016-08-25,EngineerBabu,SaaS & Enterprise Tech,Mobile App & Web Development company,India,Indore,Scale Ventures,Seed Funding,,2016,August
2016-08-25,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,India,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,,2016,August
2016-08-25,WitWorks,SaaS & Enterprise Tech,Consumer IoT Startup,India,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,,2016,August
2016-08-25,Zoomcar,Consumer Internet,Self-driven car booking platform,India,Bengaluru,Ford Smart Mobility Llc,Private Equity,24000000,2016,August
2016-08-24,Advenio,SaaS & Enterprise Tech,Clinical Imaging Solution Provider,India,Chandigarh,Kalaari Capital,Seed Funding,100000,2016,August
2016-08-24,Beyond Evolution,SaaS & Enterprise Tech,Mobile Apps & Tech Services provider,India,Gurugram,"Vineet Taneja, Kamal Puri",Seed Funding,,2016,August
2016-08-24,Convegenius,EdTech,Edutainment platform,India,Noida,Michael and Susan Dell Foundation,Private Equity,900000,2016,August
2016-08-24,enCashea,Consumer Internet,Scrap Collection and Recycling platform,India,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,,2016,August
2016-08-24,Guarented,E-Commerce,Home Furnishing rental marketplace,India,Bengaluru,Kalaari Capital,Seed Funding,500000,2016,August
2016-08-24,ShaadiSaga,Consumer Internet,Wedding Website Creator,India,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,,2016,August
2016-08-24,Uber Dreams,E-Commerce,Dreams fulfilling marketplace,India,Mumbai,Mohit Lalvani,Seed Funding,500000,2016,August
2016-08-24,UnaAcademy,Consumer Internet,Free Interactive education platform,India,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000,2016,August
2016-08-24,UrbanLadder,E-Commerce,Online Furniture Store,India,Mumbai,Trifecta Capital,Private Equity,3000000,2016,August
2016-08-23,NearU,Consumer Internet,Marketing app for retailers,India,Mumbai,Dr. Goutam Challagalla,Seed Funding,,2016,August
2016-08-23,Notesgen,Consumer Internet,Online Notes Sharing Portal,India,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000,2016,August
2016-08-23,Octo.ai,SaaS & Enterprise Tech,Artificial Intelligence based marketing platform,India,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000,2016,August
2016-08-23,TAC Security,SaaS & Enterprise Tech,Cyber-Security Solutions Provider,India,New Delhi,Vijay Kedia,Seed Funding,,2016,August
2016-08-22,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,India,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,,2016,August
2016-08-22,Puro Wellness,HealthTech,Organic Food substitute manufacturer,India,Mumbai,Torrent Group,Private Equity,37000000,2016,August
2016-08-22,Zzungry,Consumer Internet,Food Delivery platform,India,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,,2016,August
2016-08-19,Digio,SaaS & Enterprise Tech,Aadhar based Document Signing platform,India,Bengaluru,Rainmatter,Private Equity,375000,2016,August
2016-08-19,Quikr,Consumer Internet,Classified Listings platform,India,Mumbai,Brand Capital,Private Equity,20000000,2016,August
2016-08-19,Ziffity,SaaS & Enterprise Tech,Full Service Ecommerce Agency,India,Chennai,Aspire Systems,Private Equity,,2016,August
2016-08-18,Meesho,E-Commerce,Mobile based eCommerce SAAS platform,India,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,,2016,August
2016-08-18,Sesame Software,SaaS & Enterprise Tech,Financial Technology Solutions Provider,India,Kozhikode,Speridian Technologies,Private Equity,,2016,August
2016-08-17,Appknox,SaaS & Enterprise Tech,Mobile security solutions,India,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,2016,August
2016-08-17,MaalGaadi,Logistics,Online Logistics Marketplace,India,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000,2016,August
2016-08-17,Pikkol,Logistics,Packers & Movers,India,Bengaluru,Indian Angel Network,Seed Funding,,2016,August
2016-08-17,ZiPi,SaaS & Enterprise Tech,Mobile Chatbot App,India,Bengaluru,Swan Angel Network,Seed Funding,,2016,August
2016-08-16,Gradopedia,Consumer Internet,Career progression Portal,India,Mumbai,Undisclosed,Seed Funding,,2016,August
2016-08-16,Hike,Consumer Internet,Mobile Messaging App,India,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000,2016,August
2016-08-16,Joolz,E-Commerce,Online Jewellery Store,India,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000,2016,August
2016-08-16,Makkajai,SaaS & Enterprise Tech,Online & Mobile learning for kids,India,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000,2016,August
2016-08-16,OyoRooms,Consumer Internet,Budget Hotels Aggregator,India,New Delhi,SoftBank Group,Private Equity,62000000,2016,August
2016-08-16,SaleBhai,E-Commerce,"Sweets, Dry Fruits & Handicrafts etailer",India,Ahmedabad,Brand Capital,Private Equity,1500000,2016,August
2016-08-16,Zappfresh,E-Commerce,Raw Meat Products eTailer,India,Gurugram,Ashvin Chadha,Seed Funding,,2016,August
2016-08-15,Buttercups,E-Commerce,Women Intimate Wear eTailer,India,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,,2016,August
2016-08-12,CroFarm,SaaS & Enterprise Tech,Agri-Tech supply chain Solution provider,India,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,2016,August
2016-08-12,Cuberoot,SaaS & Enterprise Tech,Data Analytics & Audience Management Platform,India,Gurugram,Undisclosed,Seed Funding,500000,2016,August
2016-08-12,Faircent.com,Consumer Internet,peer-to-peer lending platform,India,Gurugram,Brand Capital,Private Equity,1500000,2016,August
2016-08-12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,India,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,,2016,August
2016-08-12,Innovaccer,SaaS & Enterprise Tech,Integrated Enterprise Analytics Platform,India,Noida,Westbridge Capital Partners,Private Equity,15600000,2016,August
2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,India,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,,2016,August
2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,India,Mumbai,1Crowd ,Seed Funding,209000,2016,August
2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,India,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,2016,August
2016-08-11,Zenoti,SaaS & Enterprise Tech,Cloud Based Software Solutions Provider,India,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000,2016,August
2016-08-10,Bombay Shaving Company,E-Commerce,Men Grooming Product etailer,India,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000,2016,August
2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,India,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000,2016,August
2016-08-09,MobiDent,HealthTech,Dental Protection Solution,India,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,2016,August
2016-08-08,AdPushUp,SaaS & Enterprise Tech,Ad optimization Platform,India,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,,2016,August
2016-08-08,Mojarto,E-Commerce,"Original Art, Digital Prints etailer",India,Gurugram,Undisclosed,Seed Funding,445000,2016,August
2016-08-08,Wefly Indoor Skydiving,Consumer Internet,Indoor Skydiving Sports Provider,India,Mumbai,Swastika Company Ltd.,Seed Funding,40000,2016,August
2016-08-08,ZipGrid,Consumer Internet,Community services platform,India,Mumbai,1Crowd ,Seed Funding,200000,2016,August
2016-08-06,VST Travels,SaaS & Enterprise Tech,Travel Ticket Booking Software,India,Kerala,Promatus Group,Seed Funding,27000,2016,August
2016-08-05,Tricog,HealthTech,Healthcare Analytics Platform,India,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,,2016,August
2016-08-04,lehlehsports,Consumer Internet,Sports Arena discovery,India,New Delhi,Anglian Omega Network,Seed Funding,,2016,August
