date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2015-11-20,HeyPillow,Real Estate,Unclassified,India,Bengaluru,Hampton Capital,Private Equity,3000000,2015,November
2015-11-20,Medinfi,HealthTech,Unclassified,India,Bengaluru,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000,2015,November
2015-11-20,MindTickle,SaaS & Enterprise Tech,Unclassified,India,Pune ,New Enterprise Associates,Private Equity,12500000,2015,November
2015-11-20,OUWT,Consumer Internet,Unclassified,India,Mumbai,Undisclosed,Seed Funding,150000,2015,November
2015-11-20,Shopsense,E-Commerce,Unclassified,India,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,2015,November
2015-11-19,AHA Taxis,Transport,Unclassified,India,Noida,ah! Ventures,Seed Funding,,2015,November
2015-11-19,Fourseven,E-Commerce,Unclassified,India,New Delhi,Indian Angel Network,Seed Funding,455000,2015,November
2015-11-19,PlaceofOrigin,FoodTech,Unclassified,India,Bengaluru,"S.D. Shibulal, Kris GopalakrishUnclassified, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,,2015,November
2015-11-19,SenseGiz,SaaS & Enterprise Tech,Unclassified,India,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000,2015,November
2015-11-19,UrbanClap,Consumer Internet,Unclassified,India,Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000,2015,November
2015-11-18,Goodbox,E-Commerce,Unclassified,India,Bengaluru,Nexus Venture Partners,Private Equity,2500000,2015,November
2015-11-18,Hipship,Logistics,Unclassified,India,Bengaluru,"Inara Capital , Rishi Khiani",Seed Funding,,2015,November
2015-11-18,Ola,E-Commerce,Unclassified,India,Bengaluru,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000,2015,November
2015-11-18,Pickrr,Logistics,Unclassified,India,New Delhi,Palaash Ventures,Seed Funding,,2015,November
2015-11-18,ScoopWhoop,Media & Entertainment,Unclassified,India,New Delhi,Kalaari Capital,Private Equity,4000000,2015,November
2015-11-18,Truelancer,Consumer Internet,Unclassified,India,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,2015,November
2015-11-17,BiBox,EdTech,Unclassified,India,Bengaluru,Ravi Krishnamurthy,Seed Funding,530000,2015,November
2015-11-17,Convegenius,EdTech,Unclassified,India,Noida ,Enablers platform,Seed Funding,300000,2015,November
2015-11-17,Craftsvilla,E-Commerce,Unclassified,India,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000,2015,November
2015-11-17,Julia Computing,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Gordon and Betty Moore Foundation,Seed Funding,600000,2015,November
2015-11-17,Smytten,E-Commerce,Unclassified,India,Gurugram,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000,2015,November
2015-11-17,StyleTag,E-Commerce,Unclassified,India,Bengaluru,Jitu Virwani,Seed Funding,7500000,2015,November
2015-11-16,Absentia,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000,2015,November
2015-11-16,Cashkaro.com,E-Commerce,Unclassified,India,Gurugram,Kalaari Capital,Private Equity,3700000,2015,November
2015-11-16,Renowala,Real Estate,Unclassified,India,Hyderabad,Logtally,Seed Funding,,2015,November
2015-11-16,TaskBucks,Consumer Internet,Unclassified,India,New Delhi,Times Internet,Private Equity,15000000,2015,November
2015-11-13,Flashdoor,Consumer Internet,Unclassified,India,Bengaluru,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,2015,November
2015-11-12,Hitwicket,Consumer Internet,Unclassified,India,Hyderabad,Chennai Angels,Seed Funding,250000,2015,November
2015-11-11,6Degree,E-Commerce,Unclassified,India,Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,2015,November
2015-11-11,Delight Foods,E-Commerce,Unclassified,India,Bengaluru,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000,2015,November
2015-11-11,Gingercrush,E-Commerce,Unclassified,India,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,,2015,November
2015-11-11,Grab,Logistics,Unclassified,India,Mumbai,Sixth Sense Ventures,Seed Funding,,2015,November
2015-11-11,RenewBuy,FinTech,Unclassified,India,Gurugram,Mount Nathan Advisors Pte Ltd,Seed Funding,500000,2015,November
2015-11-10,Chefs Basket,E-Commerce,Unclassified,India,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000,2015,November
2015-11-09,AppVirality,SaaS & Enterprise Tech,Unclassified,India,Hyderabad,"Rajan AUnclassifieddan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000,2015,November
2015-11-09,BigStylist.com,HealthTech,Unclassified,India,Mumbai,Info Edge,Private Equity,1000000,2015,November
2015-11-09,Didi,Consumer Internet,Unclassified,India,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000,2015,November
2015-11-09,iStar Skill Development,EdTech,Unclassified,India,Bengaluru,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000,2015,November
2015-11-09,Skoov.com,E-Commerce,Unclassified,India,Mumbai,Undisclosed,Seed Funding,150000,2015,November
2015-11-09,Zilingo,Consumer Internet,Unclassified,India,Bengaluru,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000,2015,November
2015-11-06,Explara,Travel,Unclassified,India,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000,2015,November
2015-11-06,POPxo.com,Media & Entertainment,Unclassified,India,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000,2015,November
2015-11-06,RepUp,SaaS & Enterprise Tech,Unclassified,India,Gurugram,Indian Angel Network,Seed Funding,,2015,November
2015-11-06,Satvacart,E-Commerce,Unclassified,India,Gurugram,Undisclosed,Private Equity,1800000,2015,November
2015-11-06,Soothe Healthcare,HealthTech,Unclassified,India,Noida,Saina Nehwal,Seed Funding,,2015,November
2015-11-06,SparesHub,E-Commerce,Unclassified,India,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000,2015,November
2015-11-06,Yuvi Hospitality,FoodTech,Unclassified,India,Gurugram,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000,2015,November
2015-11-05,Bobble,Media & Entertainment,Unclassified,India,New Delhi,SAIF Partners & others,Private Equity,,2015,November
2015-11-05,BookMyBai,Consumer Internet,Unclassified,India,Mumbai,Vineel Nalla & Others,Seed Funding,150000,2015,November
2015-11-05,MyIndianStay,Real Estate,Unclassified,India,Goa,Undisclosed,Seed Funding,200000,2015,November
2015-11-04,Paytunes,Media & Entertainment,Unclassified,India,New Delhi,CIO Angel Network,Seed Funding,,2015,November
2015-11-04,Shirsa Labs,EdTech,Unclassified,India,Mumbai,ah! Ventures,Seed Funding,250000,2015,November
2015-11-04,YourDost,Consumer Internet,Unclassified,India,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay AUnclassifieddaram, Pavan Ongole, Venk KrishUnclassified",Seed Funding,400000,2015,November
2015-11-03,Bidgely,CleanTech,Unclassified,India,Unknown,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000,2015,November
2015-11-03,Deyor Rooms,Travel,Unclassified,India,New Delhi,Dheeraj Jain & Others,Seed Funding,500000,2015,November
2015-11-03,FindYahan,Consumer Internet,Unclassified,India,Noida,Times Group Brand Capital,Private Equity,,2015,November
2015-11-03,LoanBaba,FinTech,Unclassified,India,Mumbai,Undisclosed,Seed Funding,320000,2015,November
2015-11-03,oibanit,FoodTech,Unclassified,India,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000,2015,November
2015-11-03,Pokkt,Media & Entertainment,Unclassified,India,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000,2015,November
2015-11-03,Sabse,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Ratan Tata,Private Equity,,2015,November
2015-11-03,Stuffed,FoodTech,Unclassified,India,Mumbai,Riqueza Capital,Seed Funding,385000,2015,November
2015-11-02,CityFlo,Transport,Unclassified,India,Mumbai,IDG Ventures,Seed Funding,750000,2015,November
2015-11-02,Twigly,FoodTech,Unclassified,India,Gurugram,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000,2015,November
2015-10-31,Jugnoo,Transport,Unclassified,India,Chandigarh,Paytm,Private Equity,10000000,2015,October
2015-10-30,BeaconsTalk,Media & Entertainment,Unclassified,India,Mumbai,Puneet Bhatia & others,Seed Funding,80000,2015,October
2015-10-30,Instavans,Logistics,Unclassified,India,Bengaluru,Suresh Vaswani,Seed Funding,,2015,October
2015-10-30,Kleeto,SaaS & Enterprise Tech,Unclassified,India,Gurugram,GREX,Seed Funding,230000,2015,October
2015-10-30,LiftO,Transport,Unclassified,India,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000,2015,October
2015-10-30,Niki.ai,E-Commerce,Unclassified,India,Bengaluru,Unilazer Ventures,Seed Funding,,2015,October
2015-10-30,TinyOwl,FoodTech,Unclassified,India,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000,2015,October
2015-10-30,Toppr.com,EdTech,Unclassified,India,Mumbai,InnoVen Capital,Private Equity,2000000,2015,October
2015-10-29,Moglix,E-Commerce,Unclassified,India,Noida,"Accel Partner, Jungle Ventures",Private Equity,,2015,October
2015-10-29,Tavaga,FinTech,Unclassified,India,Mumbai,Tracxn Syndicate,Seed Funding,,2015,October
2015-10-29,ZopHop,Transport,Unclassified,India,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000,2015,October
2015-10-28,ORIGA Leasing,FinTech,Unclassified,India,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000,2015,October
2015-10-28,Smartivity.in,EdTech,Unclassified,India,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000,2015,October
2015-10-28,UrDoorStep,E-Commerce,Unclassified,India,Bengaluru,Jupiter Capital,Private Equity,,2015,October
2015-10-27,Care24,Consumer Internet,Unclassified,India,Mumbai,India Quotient,Seed Funding,350000,2015,October
2015-10-27,Happitoo,Consumer Internet,Unclassified,India,Mumbai,Undisclosed,Seed Funding,77000,2015,October
2015-10-27,Jombay,EdTech,Unclassified,India,Pune,Ventureworks India,Private Equity,,2015,October
2015-10-27,Roadrunnr,Logistics,Unclassified,India,Bengaluru,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000,2015,October
2015-10-27,Simpli5d,SaaS & Enterprise Tech,Unclassified,India,Gurugram,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,2015,October
2015-10-26,AlmaMapper,Media & Entertainment,Unclassified,India,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000,2015,October
2015-10-26,Flexing It,Unclassified,Unclassified,India,New Delhi,Undisclosed,Seed Funding,500000,2015,October
2015-10-26,Netmeds.com,HealthTech,Unclassified,India,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000,2015,October
2015-10-26,Parcelled,Logistics,Unclassified,India,Bengaluru,Delhivery,Private Equity,5000000,2015,October
2015-10-26,Razorpay,FinTech,Unclassified,India,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000,2015,October
2015-10-23,Frsh,FoodTech,Unclassified,India,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000,2015,October
2015-10-23,Leaping Caravan,FoodTech,Unclassified,India,Gurugram,Group of Angel investors,Seed Funding,150000,2015,October
2015-10-23,Medd,HealthTech,Unclassified,India,Mumbai,Group of Angel investors,Seed Funding,150000,2015,October
2015-10-23,Qik Stay,Travel,Unclassified,India,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,2015,October
2015-10-21,AgentDesks,Real Estate,Unclassified,India,Unknown,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,2015,October
2015-10-21,Jiyo Natural,FoodTech,Unclassified,India,Bengaluru,Indian Angel Network,Seed Funding,,2015,October
2015-10-21,MealHopper,FoodTech,Unclassified,India,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,2015,October
2015-10-21,Stockal,FinTech,Unclassified,India,Bengaluru,"R Natarajan, Mohan Alexander",Seed Funding,,2015,October
2015-10-21,White Owl Brewery,FoodTech,Unclassified,India,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000,2015,October
2015-10-21,Zenify.in,Real Estate,Unclassified,India,Bengaluru,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,2015,October
2015-10-20,Attune Technologies,HealthTech,Unclassified,India,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000,2015,October
2015-10-20,iChef.in,FoodTech,Unclassified,India,Mumbai,Springboard Ventures,Private Equity,,2015,October
2015-10-20,Opinio,Logistics,Unclassified,India,Bengaluru,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000,2015,October
2015-10-20,PrimaSeller,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,2015,October
2015-10-19,Citrus Payment,FinTech,Unclassified,India,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000,2015,October
2015-10-19,Holidify,Travel,Unclassified,India,New Delhi,Aarti Group,Seed Funding,100000,2015,October
2015-10-19,LetsVenture,FinTech,Unclassified,India,Bengaluru,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,2015,October
2015-10-17,S-Cube Futuretech,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Parampara Capital,Private Equity,1000000,2015,October
2015-10-16,BolRealty,Real Estate,Unclassified,India,New Delhi,Manpreet Singh,Seed Funding,,2015,October
2015-10-16,Homers.in,Real Estate,Unclassified,India,Gurugram,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,2015,October
2015-10-16,mShipper,Logistics,Unclassified,India,New Delhi,Vijai Laxmi,Seed Funding,,2015,October
2015-10-15,Bounty App,E-Commerce,Unclassified,India,Bengaluru,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,2015,October
2015-10-14,AskMyGift,E-Commerce,Unclassified,India,Noida,Turning Ideas,Seed Funding,50000,2015,October
2015-10-14,Gaana.com,Media & Entertainment,Unclassified,India,Mumbai,Micromax Informatics Ltd,Private Equity,,2015,October
2015-10-14,GymTrekker,HealthTech,Unclassified,India,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,2015,October
2015-10-14,Zappfresh,E-Commerce,Unclassified,India,Gurugram,Undisclosed,Seed Funding,77000,2015,October
2015-10-13,Lookup,Consumer Internet,Unclassified,India,Bengaluru,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,2015,October
2015-10-13,Voodoo,E-Commerce,Unclassified,India,New Delhi,SAIF Partners,Seed Funding,1000000,2015,October
2015-10-12,Bizongo,E-Commerce,Unclassified,India,Mumbai,Accel Partners,Seed Funding,,2015,October
2015-10-12,Faircent,FinTech,Unclassified,India,Gurugram,Aarin Capital Partners,Private Equity,,2015,October
2015-10-12,Gridle,SaaS & Enterprise Tech,Unclassified,India,Ahmedabad,LetsVenture,Seed Funding,100000,2015,October
2015-10-12,Mubble,FinTech,Unclassified,India,Bengaluru,Accel Partners,Private Equity,,2015,October
2015-10-12,Tripoto,Travel,Unclassified,India,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,2015,October
2015-10-12,Zify,Transport,Unclassified,India,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000,2015,October
2015-10-09,Cloud Lending,FinTech,Unclassified,India,Bengaluru ,SF Capital Group,Private Equity,8000000,2015,October
2015-10-09,Curofy,HealthTech,Unclassified,India,New Delhi,RoundGlass Partners,Private Equity,,2015,October
2015-10-09,Inayo,HealthTech,Unclassified,India,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,2015,October
2015-10-09,Kulzy,Media & Entertainment,Unclassified,India,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,2015,October
2015-10-09,Stockroom.io,SaaS & Enterprise Tech,Unclassified,India,Hyderabad,Undisclosed,Seed Funding,70000,2015,October
2015-10-09,WoNoBo,Media & Entertainment,Unclassified,India,Bengaluru,Quikr,Private Equity,,2015,October
2015-10-09,Zeppery,FoodTech,Unclassified,India,New Delhi,Suyash Sharma,Seed Funding,77000,2015,October
2015-10-08,Cube26,SaaS & Enterprise Tech,Unclassified,India,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,2015,October
2015-10-08,Grabhouse,Real Estate,Unclassified,India,Bengaluru,Sequoia and Kalaari Capital.,Private Equity,10000000,2015,October
2015-10-08,Mobikon,Travel,Unclassified,India,Pune ,"Life.SREDA, Qualgro",Private Equity,,2015,October
2015-10-08,Quifers,Logistics,Unclassified,India,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,2015,October
2015-10-08,ZuperMeal,FoodTech,Unclassified,India,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000,2015,October
2015-10-07,GoJavas,Logistics,Unclassified,India,Gurugram,Snapdeal,Private Equity,20000000,2015,October
2015-10-07,Naturally Yours,E-Commerce,Unclassified,India,Mumbai,Sanjay Mehta,Seed Funding,,2015,October
2015-10-07,Scandid,E-Commerce,Unclassified,India,Pune,Micromax Informatics,Private Equity,,2015,October
2015-10-07,SchoolGuru,EdTech,Unclassified,India,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,2015,October
2015-10-07,StalkBuyLove,E-Commerce,Unclassified,India,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,2015,October
2015-10-06,Burger Singh,FoodTech,Unclassified,India,Gurugram,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,2015,October
2015-10-06,DocPlexus,HealthTech,Unclassified,India,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,2015,October
2015-10-06,SportyBeans,EdTech,Unclassified,India,Pune,YouWeCan Ventures,Seed Funding,,2015,October
2015-10-06,SportzVillage,EdTech,Unclassified,India,Bengaluru,Gaja Capital Private Equity Fund,Private Equity,10000000,2015,October
2015-10-06,Welcome Cure,HealthTech,Unclassified,India,Mumbai,Undisclosed,Private Equity,6000000,2015,October
2015-10-06,WorkIndia,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,2015,October
2015-10-05,IndiaLends,FinTech,Unclassified,India,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,2015,October
2015-10-05,Nykaa,E-Commerce,Unclassified,India,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,2015,October
2015-10-05,Rock N Shop,E-Commerce,Unclassified,India,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000,2015,October
2015-10-05,Voylla,E-Commerce,Unclassified,India,Jaipur,Peepul Capital,Private Equity,15000000,2015,October
2015-10-03,Chillr,FinTech,Unclassified,India,Mumbai,Sequoia Capital,Private Equity,6000000,2015,October
2015-10-02,Shopalyst,E-Commerce,Unclassified,India,Bengaluru,Kalaari Capital,Private Equity,2000000,2015,October
2015-10-01,Abhibus,Logistics,Unclassified,India,Hyderabad,Paytm (One97 communications),Private Equity,,2015,October
2015-10-01,Cleartax,FinTech,Unclassified,India,New Delhi,Paytm (One97 communications),Private Equity,,2015,October
2015-10-01,EasyFix,SaaS & Enterprise Tech,Unclassified,India,Gurugram,Axilor Ventures,Seed Funding,,2015,October
2015-10-01,Indifi,FinTech,Unclassified,India,Gurugram,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan AUnclassifieddan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,2015,October
2015-10-01,Muvizz,Media & Entertainment,Unclassified,Singapore,Unknown,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,2015,October
2015-10-01,Wydr,E-Commerce,Unclassified,India,New Delhi,Sandeep Aggarwal,Seed Funding,,2015,October
2015-09-30,Eywa Media,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000,2015,September
2015-09-30,FirstTouch,SaaS & Enterprise Tech,Unclassified,India,Gurugram,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,2015,September
2015-09-30,Infoworks,SaaS & Enterprise Tech,Unclassified,India,Bengaluru ,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000,2015,September
2015-09-30,Reddoorz,Real Estate,Unclassified,India,Noida,Jungle Ventures,Seed Funding,1000000,2015,September
2015-09-29,Brigge,Media & Entertainment,Unclassified,India,Chennai,The Chennai Angels,Seed Funding,,2015,September
2015-09-29,Hugefly,E-Commerce,Unclassified,India,Pune,Mayank Singhal and others,Seed Funding,,2015,September
2015-09-29,Inmobi,Media & Entertainment,Unclassified,India,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,100000000,2015,September
2015-09-29,LoanCircle,FinTech,Unclassified,India,Bengaluru,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,2015,September
2015-09-29,Paytm,E-Commerce,Unclassified,India,New Delhi,"Alibaba Group, Ant FiUnclassifiedcial",Private Equity,680000000,2015,September
2015-09-29,Peppertap,E-Commerce,Unclassified,India,Gurugram,"Sequoia India, SAIF Partners.",Private Equity,36000000,2015,September
2015-09-29,Zakoopi,E-Commerce,Unclassified,India,New Delhi,Uniqorn Ventures,Seed Funding,350000,2015,September
2015-09-28,Ola Cabs,Transport,Unclassified,India,Bengaluru,Didi Kuaidi,Private Equity,30000000,2015,September
2015-09-28,Quickli,Logistics,Unclassified,India,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,2015,September
2015-09-25,TravelKhana,FoodTech,Unclassified,India,New Delhi,Astarc Ventures & Others,Seed Funding,,2015,September
2015-09-24,Capabiliti,SaaS & Enterprise Tech,Unclassified,India,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000,2015,September
2015-09-24,Fourth Partner Energy,CleanTech,Unclassified,India,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000,2015,September
2015-09-24,Licious,E-Commerce,Unclassified,India,Bengaluru,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000,2015,September
2015-09-24,Quintype,Media & Entertainment,Unclassified,India,Bengaluru,Raghav Bahl,Private Equity,3300000,2015,September
2015-09-23,Amigobulls,FinTech,Unclassified,India,Bengaluru,"Sharad Sharma, Vijay AUnclassifiedd, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,2015,September
2015-09-23,CrediHealth,HealthTech,Unclassified,India,Gurugram,Rajat Malhotra,Seed Funding,,2015,September
2015-09-23,InnerChef,FoodTech,Unclassified,India,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000,2015,September
2015-09-23,Juggernaut,Media & Entertainment,Unclassified,India,New Delhi,"William Bissell, Neeraj Aggarwal, Unclassifieddan Nilekani",Private Equity,2250000,2015,September
2015-09-23,SilverPush,Media & Entertainment,Unclassified,India,Gurugram,M&S Partners,Private Equity,1200000,2015,September
2015-09-22,BestdealfiUncategorisedce,FinTech,Unclassified,India,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000,2015,September
2015-09-22,Furdo,Real Estate,Unclassified,India,Bengaluru,Bhavdeep Reddy,Seed Funding,400000,2015,September
2015-09-22,GameXS.in,E-Commerce,Unclassified,India,New Delhi,Lead Angels,Seed Funding,,2015,September
2015-09-22,Korra,E-Commerce,Unclassified,India,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000,2015,September
2015-09-22,LogiNext,Logistics,Unclassified,India,Mumbai,Paytm,Private Equity,10000000,2015,September
2015-09-22,The Man Company,E-Commerce,Unclassified,India,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,2015,September
2015-09-22,VillFarm,AgriTech,Unclassified,India,Bengaluru,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,2015,September
2015-09-22,Virtual Logic,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Swarnim Multiventures,Private Equity,800000,2015,September
2015-09-21,ConnectAbank,FinTech,Unclassified,India,Mumbai,Prakhar Bumb,Seed Funding,,2015,September
2015-09-21,DishCo,FoodTech,Unclassified,India,Mumbai,"AUnclassifiedd Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,2015,September
2015-09-21,LafaLafa,E-Commerce,Unclassified,India,Mumbai,500 Startups,Seed Funding,125000,2015,September
2015-09-21,Neotrade Analytics,FinTech,Unclassified,India,Bengaluru,Rainmatter,Seed Funding,235000,2015,September
2015-09-21,Portea Medical,HealthTech,Unclassified,India,Bengaluru,"Accel Partners, International FiUnclassifiedce Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000,2015,September
2015-09-19,DailyNinja,Logistics,Unclassified,India,Bengaluru,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,2015,September
2015-09-18,Briston Technomach,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Undisclosed,Seed Funding,150000,2015,September
2015-09-18,CureJoy,HealthTech,Unclassified,India,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000,2015,September
2015-09-18,LabStreet,HealthTech,Unclassified,India,Gurugram,Multiple investors,Seed Funding,150000,2015,September
2015-09-18,Plabro,Real Estate,Unclassified,India,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000,2015,September
2015-09-17,Bueno,FoodTech,Unclassified,India,Gurugram,High Networth Individuals (No details),Seed Funding,600000,2015,September
2015-09-17,Paintcollar,E-Commerce,Unclassified,India,Mumbai,Applyifi,Seed Funding,,2015,September
2015-09-17,UniLog,E-Commerce,Unclassified,India,Bengaluru,Kalaari Capital,Private Equity,,2015,September
2015-09-17,YepMe,E-Commerce,Unclassified,India,Gurugram,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000,2015,September
2015-09-16,ChaiPoint,FoodTech,Unclassified,India,Bengaluru,Eight Roads Ventures,Private Equity,10000000,2015,September
2015-09-16,WedmeGood.com,Consumer Internet,Unclassified,India,Gurugram,Indian Angel Network,Seed Funding,410000,2015,September
2015-09-16,XSTOK,Consumer Internet,Unclassified,India,Mumbai,Oliphans Capital,Seed Funding,450000,2015,September
